cINSEE;cp;Commune;Departement;Region;Statut;altitude;de Moyenne;population;geo_point_2d;geo_shape;ID Geofla;Code Commune;Code Canton;Code Arrondissement;Code Département;Code Région
60346;60260;LAMORLAYE;OISE;PICARDIE;Commune simple;40;;9,3;49.1602771773,2.41972419406;"{""type"": ""Polygon"", ""coordinates"": [[[2.4813123591442743, 49.157456503303216], [2.44576587618519, 49.14471980933963], [2.440902617873646, 49.14580320714455], [2.410391643068983, 49.152086157869746], [2.394724109211408, 49.14977863977062], [2.3731579559026272, 49.159333540055734], [2.374061034700966, 49.173085243822456], [2.378594013259426, 49.17471806739653], [2.439952122715435, 49.17033485563267], [2.447949321875556, 49.166173094628604], [2.458118444830109, 49.15871196053284], [2.467314638278803, 49.16160309109216], [2.4813123591442743, 49.157456503303216]]]}";34977;346;36;4;60;22
78146;78400;CHATOU;YVELINES;ILE-DE-FRANCE;Chef-lieu canton;40;;29,8;48.8965574645,2.15393458329;"{""type"": ""Polygon"", ""coordinates"": [[[2.158314348980121, 48.88060908213844], [2.144932867136534, 48.88338319059757], [2.145855525153701, 48.893642338398294], [2.135995117674065, 48.90591953185833], [2.1259521724857082, 48.907663324128045], [2.133703441910071, 48.91164071985621], [2.142580713398806, 48.904491946945505], [2.161350443110867, 48.90799733182186], [2.174275675157644, 48.899066831513004], [2.169348728527837, 48.89581313262221], [2.158314348980121, 48.88060908213844]]]}";20247;146;4;3;78;11
14473;14340;NOTRE-DAME-DE-LIVAYE;CALVADOS;BASSE-NORMANDIE;Commune simple;40;;0,1;49.1178873364,0.0412832698412;"{""type"": ""Polygon"", ""coordinates"": [[[0.064520380366581, 49.11850184763346], [0.046998728758901, 49.11159474938646], [0.026763757324987, 49.11288651635464], [0.024861390841747003, 49.1137931825604], [0.030111325048205004, 49.12597941496712], [0.064520380366581, 49.11850184763346]]]}";25413;473;24;3;14;25
59024;59165;AUBERCHICOURT;NORD;NORD-PAS-DE-CALAIS;Commune simple;40;;4,6;50.3299785774,3.22782402703;"{""type"": ""Polygon"", ""coordinates"": [[[3.233927075387176, 50.31284726420165], [3.21465929466595, 50.31548604207598], [3.21303174366957, 50.321899390388126], [3.208649396756361, 50.323603776230925], [3.213176187817123, 50.329548602187465], [3.217421051821436, 50.34144618265245], [3.233056545159394, 50.34908485728453], [3.243040104297548, 50.347709925546106], [3.243891574848054, 50.340983708041946], [3.236364852363287, 50.33643748771924], [3.242514764700359, 50.317185189532445], [3.233927075387176, 50.31284726420165]]]}";22076;24;24;3;59;31
80815;80120;VRON;SOMME;PICARDIE;Commune simple;40;;0,9;50.316036457,1.76410075845;"{""type"": ""Polygon"", ""coordinates"": [[[1.745151546248458, 50.296392979007535], [1.728944976078497, 50.2964514128395], [1.722570568062424, 50.319606763905824], [1.715177286023227, 50.32410947363635], [1.737425057993702, 50.33355201699551], [1.761500824250709, 50.32656778687828], [1.78219987600409, 50.33023090865088], [1.793473257991468, 50.337480123516094], [1.803854591043662, 50.33690778436029], [1.810041087945518, 50.32620160605043], [1.807802169719775, 50.317057033622184], [1.7987454445180941, 50.31340432710313], [1.7999450476885501, 50.30658265503006], [1.788895037156574, 50.300206880443795], [1.763104320799725, 50.29829853641407], [1.752838285257134, 50.30017959710129], [1.745151546248458, 50.296392979007535]]]}";35869;815;39;1;80;22
33273;33127;MARTIGNAS-SUR-JALLE;GIRONDE;AQUITAINE;Commune simple;40;;7,1;44.8450267218,-0.795499117928;"{""type"": ""Polygon"", ""coordinates"": [[[-0.7537182160624311, 44.83255860133727], [-0.8070351297153211, 44.823791235728734], [-0.8314027834338651, 44.82786434531497], [-0.837751830459962, 44.840696940127636], [-0.8549268589002771, 44.84800657055906], [-0.813669715507019, 44.86087143990199], [-0.7638803048179721, 44.86567250926598], [-0.7556395560857561, 44.86298629912166], [-0.7463147153608931, 44.85031311179754], [-0.756335346017992, 44.84479143235562], [-0.7537182160624311, 44.83255860133727]]]}";12662;273;61;2;33;72
80171;80132;CAOURS;SOMME;PICARDIE;Commune simple;40;;0,6;50.1280550287,1.88114339899;"{""type"": ""Polygon"", ""coordinates"": [[[1.8686174167987861, 50.11299203089069], [1.857891567957218, 50.122260594883016], [1.862827190247454, 50.12830607495637], [1.879339094127673, 50.13663993494616], [1.889682516726981, 50.148005401189096], [1.894532589460277, 50.14864189259788], [1.902809145683539, 50.14078562059926], [1.890143076453767, 50.13461841135818], [1.896499218445169, 50.12184116001154], [1.89109661750773, 50.11591853932339], [1.8686174167987861, 50.11299203089069]]]}";25897;171;1;1;80;22
44002;44140;AIGREFEUILLE-SUR-MAINE;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE;Chef-lieu canton;40;;3,1;47.0719256611,-1.41556455507;"{""type"": ""Polygon"", ""coordinates"": [[[-1.434056401904528, 47.04561693766319], [-1.441772340966633, 47.05216448889862], [-1.428388544918679, 47.07073161014734], [-1.441223672727628, 47.09307064718463], [-1.428574158456668, 47.088569787528165], [-1.414828733362552, 47.101278270924176], [-1.40407457553755, 47.09378976697332], [-1.395183632693458, 47.07770829365016], [-1.382182662041753, 47.06716554630951], [-1.406886999054486, 47.05682917839946], [-1.410846066739666, 47.05087081233186], [-1.434056401904528, 47.04561693766319]]]}";17850;2;1;2;44;52
94042;94340;JOINVILLE-LE-PONT;VAL-DE-MARNE;ILE-DE-FRANCE;Chef-lieu canton;40;;17,6;48.8193683216,2.47044977809;"{""type"": ""Polygon"", ""coordinates"": [[[2.460632172138156, 48.809370495117236], [2.454651973942526, 48.81350748793838], [2.462855873855713, 48.815577215752555], [2.461247496771534, 48.8183490440576], [2.465755861466258, 48.82628372037433], [2.475805615804708, 48.830618156735014], [2.48236078241142, 48.81935966840254], [2.480185391468517, 48.813522296204546], [2.476181341146115, 48.814916838908374], [2.460632172138156, 48.809370495117236]]]}";16307;42;15;2;94;11
95058;95340;BERNES-SUR-OISE;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;40;;2,4;49.165413332,2.3012763367;"{""type"": ""Polygon"", ""coordinates"": [[[2.311918280473377, 49.15016994668642], [2.294154781409917, 49.15115501405079], [2.286399268939692, 49.15992049534477], [2.2887599262149863, 49.16970761782685], [2.299505244094919, 49.17715209391843], [2.301197118632785, 49.183887031612606], [2.310592807616049, 49.184876210021244], [2.311918280473377, 49.15016994668642]]]}";22287;58;3;3;95;11
14200;14480;CREULLY;CALVADOS;BASSE-NORMANDIE;Chef-lieu canton;40;;1,6;49.2864524812,-0.543327621635;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5462523842493531, 49.26443113018803], [-0.5511517348142391, 49.265492768973786], [-0.552941502531768, 49.28231258588941], [-0.5577571158929191, 49.28352943397322], [-0.5620832879074951, 49.30794975017288], [-0.53712241975442, 49.30699223664674], [-0.537032747602326, 49.29444215768078], [-0.5257914103396041, 49.284962933659386], [-0.520908068249151, 49.27568417756391], [-0.5271307403342921, 49.270139206299135], [-0.5462523842493531, 49.26443113018803]]]}";19001;200;13;2;14;25
24264;24700;MENESPLET;DORDOGNE;AQUITAINE;Commune simple;40;;1,6;45.0036275997,0.10542960424;"{""type"": ""Polygon"", ""coordinates"": [[[0.13419957031753402, 44.97908445082127], [0.11061150874003, 44.990204747538456], [0.096391545582167, 44.989951562843395], [0.083476764356324, 44.98584754011024], [0.08123174849735901, 44.9921406046608], [0.06945706589490201, 44.996831513388024], [0.071844593284329, 45.01577024489957], [0.079008555653197, 45.01675140684495], [0.07971174127242, 45.02275247398794], [0.086470738227871, 45.0264074658105], [0.09225150714754701, 45.02078329142541], [0.101760954555055, 45.02236481538582], [0.114408228927887, 45.018044399671915], [0.13175706526837502, 45.023069861854076], [0.135597173775861, 44.995941459857285], [0.14198022375128, 44.98332999888073], [0.13419957031753402, 44.97908445082127]]]}";9515;264;23;3;24;72
14070;14430;BEUVRON-EN-AUGE;CALVADOS;BASSE-NORMANDIE;Commune simple;40;;0,2;49.1960004062,-0.042455878979;"{""type"": ""Polygon"", ""coordinates"": [[[-0.024314309563983002, 49.186299211151606], [-0.049863028367967, 49.1826587292356], [-0.06025269061367901, 49.18381664150083], [-0.08384561860572101, 49.202450625713254], [-0.06866876786948, 49.19982425011174], [-0.04091934807842, 49.20912910878486], [-0.035403603315292, 49.21014091324827], [-0.018942372732643, 49.2073787171417], [-0.019224521056846, 49.20397985802594], [-0.00984133638555, 49.201056827801935], [-0.015673541309466, 49.195827728331295], [-0.014238446151192002, 49.189340917423664], [-0.024314309563983002, 49.186299211151606]]]}";19296;70;10;3;14;25
59507;59790;RONCHIN;NORD;NORD-PAS-DE-CALAIS;Commune simple;40;;18,3;50.6044738955,3.09168585537;"{""type"": ""Polygon"", ""coordinates"": [[[3.086716351442529, 50.58861245062801], [3.071459775199341, 50.606607573313575], [3.081063488374251, 50.61509161869285], [3.096879577003554, 50.617153391371254], [3.101566361864423, 50.61196236689699], [3.114946219039533, 50.60964422790088], [3.098848445932171, 50.59261513042358], [3.088596973823766, 50.5917882175151], [3.086716351442529, 50.58861245062801]]]}";35920;507;40;5;59;31
59034;59710;AVELIN;NORD;NORD-PAS-DE-CALAIS;Commune simple;40;;2,5;50.5397882047,3.08608433822;"{""type"": ""Polygon"", ""coordinates"": [[[3.09019754435646, 50.50948298211414], [3.081746186872723, 50.514524309062715], [3.078066763910083, 50.52019938478002], [3.066064260357687, 50.52529560334181], [3.063100553549017, 50.53105054180151], [3.068908780932717, 50.55638514695423], [3.076669624187285, 50.56422494634576], [3.095956818733979, 50.56976713697556], [3.107053884533891, 50.55279487104069], [3.102134282407358, 50.55135399181299], [3.100374178631923, 50.53764992490162], [3.107791553915212, 50.52887454041323], [3.101017221471267, 50.5212239799894], [3.105046630274465, 50.51581720713907], [3.09019754435646, 50.50948298211414]]]}";7603;34;48;5;59;31
44043;44190;CLISSON;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE;Chef-lieu canton;40;;6,8;47.097896998,-1.27042598067;"{""type"": ""Polygon"", ""coordinates"": [[[-1.290343001861911, 47.07041655943149], [-1.29986173730793, 47.08171181327704], [-1.2900774077313621, 47.100072479469596], [-1.270927629476173, 47.116010470895056], [-1.2336031805822851, 47.112993088322], [-1.232341188117294, 47.10987470139761], [-1.249651983226391, 47.097626553626014], [-1.272863558724732, 47.08780811254692], [-1.27597434999825, 47.085420866434994], [-1.272680680540075, 47.083171467854136], [-1.27769874316349, 47.077711124702624], [-1.286754393806177, 47.076401532125374], [-1.290343001861911, 47.07041655943149]]]}";33153;43;9;2;44;52
29150;29350;MOELAN-SUR-MER;FINISTERE;BRETAGNE;Commune simple;40;;7;47.8061076978,-3.64546918043;"{""type"": ""Polygon"", ""coordinates"": [[[-3.616175743951144, 47.77003621816705], [-3.647719506371587, 47.77575178527722], [-3.640027093991483, 47.79192316931223], [-3.652497611742616, 47.779237340935985], [-3.667579570561203, 47.78088889811135], [-3.677299056121055, 47.77601642994051], [-3.721554872058333, 47.797570176953606], [-3.722220435294338, 47.802825187439225], [-3.706517979222784, 47.81277769497565], [-3.700456498090039, 47.8089520775282], [-3.700314270986162, 47.817595409789824], [-3.671101341353368, 47.82363695110783], [-3.655723210930699, 47.82143301879633], [-3.651316603684111, 47.82094304969524], [-3.6420689805979602, 47.8263458271911], [-3.639574399648653, 47.829025421394455], [-3.63286768453644, 47.84082212969156], [-3.619847081371501, 47.84473862110884], [-3.610949128387086, 47.8418096188775], [-3.608019317295439, 47.83907596483391], [-3.588412255527518, 47.83976613718198], [-3.58533341711823, 47.82426091899471], [-3.582827512755173, 47.82124999045757], [-3.591256852989694, 47.809007189454015], [-3.603149880781785, 47.802980448853255], [-3.616175743951144, 47.77003621816705]]]}";19193;150;32;4;29;53
17068;17120;BRIE-SOUS-MORTAGNE;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;40;;0,3;45.5025646841,-0.737666203174;"{""type"": ""Polygon"", ""coordinates"": [[[-0.717664632873224, 45.50535768065145], [-0.722600800125849, 45.50555462230381], [-0.7402613018257561, 45.4847381978345], [-0.759789112373883, 45.48582521955946], [-0.746056148337483, 45.511733489420585], [-0.730318161994293, 45.52099300441885], [-0.7167115001563821, 45.51600853120181], [-0.717664632873224, 45.50535768065145]]]}";18434;68;8;4;17;54
56109;56190;LAUZACH;MORBIHAN;BRETAGNE;Commune simple;40;;0,9;47.6111902718,-2.55589461102;"{""type"": ""Polygon"", ""coordinates"": [[[-2.5577753500023253, 47.59744386899504], [-2.574899965892345, 47.59676132763146], [-2.582144138415455, 47.60020452737979], [-2.578566583980778, 47.60617802435226], [-2.584557264133532, 47.611142943818265], [-2.582069164802562, 47.61592732724313], [-2.565568924609842, 47.62852787581933], [-2.560588550399384, 47.62915346694129], [-2.54519559877646, 47.62066462485791], [-2.530375886965661, 47.62112484225427], [-2.528278001032016, 47.618012077225025], [-2.526402072529081, 47.60043357809646], [-2.540229914028417, 47.601139636682326], [-2.5577753500023253, 47.59744386899504]]]}";32807;109;29;3;56;53
59026;59265;AUBIGNY-AU-BAC;NORD;NORD-PAS-DE-CALAIS;Commune simple;40;;1,2;50.2659759447,3.16874604317;"{""type"": ""Polygon"", ""coordinates"": [[[3.182751485624633, 50.25889978446244], [3.162705625032292, 50.25793122109558], [3.149091349466929, 50.26248286158977], [3.138159367870867, 50.26525215485682], [3.143007716648393, 50.27078662189268], [3.152267649207972, 50.270694715233745], [3.158880440827839, 50.27527456915566], [3.16004986103412, 50.272911615458554], [3.165831189407321, 50.275723331348715], [3.178521567465787, 50.27079415360858], [3.193037938215499, 50.271481597353116], [3.195026827499024, 50.26045229233378], [3.182751485624633, 50.25889978446244]]]}";22453;26;1;3;59;31
49119;49640;DAUMERAY;MAINE-ET-LOIRE;PAYS DE LA LOIRE;Commune simple;40;;1,5;47.6849357521,-0.362457527472;"{""type"": ""Polygon"", ""coordinates"": [[[-0.329952023745461, 47.659041893146025], [-0.34445508996462904, 47.65896087016742], [-0.35309035299664704, 47.65590249204782], [-0.38179879158074104, 47.65842619803056], [-0.42260976331938405, 47.662048449250904], [-0.418675907057859, 47.67785779652655], [-0.42503580800334606, 47.68299601512079], [-0.439302480588985, 47.6855500655635], [-0.43802201606957, 47.69196631100069], [-0.44668770117357104, 47.69989151504764], [-0.44159414569877703, 47.70016771787821], [-0.42972343403404506, 47.69364258797303], [-0.420704694999733, 47.685357161566095], [-0.41073604500284605, 47.684279134117816], [-0.37896786998283605, 47.69455331407529], [-0.36582568348272904, 47.716121283960774], [-0.351129561412415, 47.71444433355188], [-0.333662594307913, 47.72094335039243], [-0.30907452349468, 47.71733559320534], [-0.31697426223617603, 47.69221199017509], [-0.31423600753413, 47.683154865999434], [-0.322754411528343, 47.680273409625435], [-0.32132921973673, 47.66725119632306], [-0.329952023745461, 47.659041893146025]]]}";4776;119;14;1;49;52
33213;33650;LA BREDE;GIRONDE;AQUITAINE;Chef-lieu canton;40;;3,8;44.6801130358,-0.53691849986;"{""type"": ""Polygon"", ""coordinates"": [[[-0.503553212117898, 44.66208307709907], [-0.522049389405836, 44.66386551420135], [-0.537898164987743, 44.656853027062056], [-0.545384892434405, 44.66085775461876], [-0.5589835153970011, 44.670640357716806], [-0.571906946344489, 44.675279399885696], [-0.577432376356672, 44.68471665683295], [-0.591718919138655, 44.68510079591184], [-0.594300674446798, 44.69150569028937], [-0.592746501650254, 44.69189864059762], [-0.5799871807143441, 44.69668317593904], [-0.546542980919488, 44.6986975973351], [-0.528503346766514, 44.693110291864066], [-0.50905624079936, 44.692241921210204], [-0.49930916934962905, 44.68624249153506], [-0.49108421183830103, 44.68601575639831], [-0.486942861864297, 44.68054116777519], [-0.49565755458571104, 44.66547802625879], [-0.503553212117898, 44.66208307709907]]]}";24857;213;27;2;33;72
49290;49320;SAINT-JEAN-DES-MAUVRETS;MAINE-ET-LOIRE;PAYS DE LA LOIRE;Commune simple;40;;1,8;47.3849442681,-0.460307336678;"{""type"": ""Polygon"", ""coordinates"": [[[-0.45429803378694306, 47.35887873288936], [-0.456140393566876, 47.36195066517601], [-0.47028008873299604, 47.36383580511029], [-0.46898443479876, 47.35467441658675], [-0.47813838622331406, 47.35351752340412], [-0.484993021178988, 47.36187240927864], [-0.48024434880180805, 47.36287985427648], [-0.47763635201222104, 47.369085376427606], [-0.49350393718758406, 47.376070274194326], [-0.491527599900731, 47.3825905069018], [-0.47238787282582, 47.37979407042253], [-0.464305496518824, 47.3877485566704], [-0.464997820652684, 47.408101092059], [-0.45684006751229206, 47.41661570192463], [-0.44419109907074505, 47.414999785708574], [-0.43437259947733303, 47.388159554918516], [-0.45057836848606203, 47.379795098740665], [-0.45356856411261504, 47.3730833691597], [-0.45023090652936604, 47.36285624357382], [-0.45429803378694306, 47.35887873288936]]]}";12387;290;23;1;49;52
14101;14760;BRETTEVILLE-SUR-ODON;CALVADOS;BASSE-NORMANDIE;Commune simple;40;;4;49.1731671291,-0.422220210671;"{""type"": ""Polygon"", ""coordinates"": [[[-0.43197835338497603, 49.159745154859614], [-0.43396105205280605, 49.16667188804939], [-0.44852388740436205, 49.17720734774934], [-0.43487153820783303, 49.1812152976342], [-0.42864849584828, 49.18653107201755], [-0.413298279875344, 49.186922265404135], [-0.40298298862157905, 49.16931564281173], [-0.394310508703809, 49.16640195286018], [-0.422229320796808, 49.16026580400815], [-0.43197835338497603, 49.159745154859614]]]}";16725;101;8;2;14;25
14281;14710;FORMIGNY;CALVADOS;BASSE-NORMANDIE;Commune simple;40;;0,3;49.3358463072,-0.896417546016;"{""type"": ""Polygon"", ""coordinates"": [[[-0.8888289195733141, 49.3160507348636], [-0.9012003479543481, 49.31270839529412], [-0.9049958455055611, 49.3181117564541], [-0.9084780294445751, 49.337538252626096], [-0.9226171273111, 49.340904746083645], [-0.9304874619989131, 49.35217786700331], [-0.9279538097302731, 49.35490628622349], [-0.9140828733092321, 49.354582603482775], [-0.911045161958522, 49.3521340445941], [-0.892900392232252, 49.35120829989968], [-0.867861695779218, 49.34394906389589], [-0.868258525940913, 49.34042645535511], [-0.8734752812384851, 49.34001622343338], [-0.8802555906768881, 49.33073565400234], [-0.870184871433015, 49.31948504427584], [-0.885573182388213, 49.31395057763288], [-0.8888289195733141, 49.3160507348636]]]}";27600;281;33;1;14;25
75117;75017;PARIS-17E-ARRONDISSEMENT;PARIS;ILE-DE-FRANCE;Chef-lieu canton;40;;168,5;48.8873371665,2.30748555949;"{""type"": ""Polygon"", ""coordinates"": [[[2.295145331385798, 48.87386647602374], [2.279946531161416, 48.87857850316618], [2.284458220522186, 48.88563837078377], [2.3037771140328482, 48.89415199628832], [2.319884458526643, 48.90045886733915], [2.329983250052526, 48.90116329738005], [2.327115254528243, 48.883484486689106], [2.301813412942564, 48.878869911069266], [2.295145331385798, 48.87386647602374]]]}";36583;117;31;1;75;11
59475;59121;PROUVY;NORD;NORD-PAS-DE-CALAIS;Commune simple;40;;2,3;50.3241135233,3.45729001727;"{""type"": ""Polygon"", ""coordinates"": [[[3.464193241788258, 50.30942106435378], [3.448182374632354, 50.31420300477619], [3.438190251700179, 50.32290310579899], [3.443248190678487, 50.32396243757602], [3.454570950616751, 50.33544937449852], [3.453441860876689, 50.34562579984692], [3.456733851895631, 50.34505701565835], [3.463864255682118, 50.33774912146836], [3.463525870028549, 50.32838605525493], [3.472009236995964, 50.320650431439816], [3.472693689917807, 50.3143628806217], [3.464793802695563, 50.31222010877229], [3.464193241788258, 50.30942106435378]]]}";24882;475;67;6;59;31
40071;40360;CASTELNAU-CHALOSSE;LANDES;AQUITAINE;Commune simple;40;;0,6;43.6593581505,-0.852237101621;"{""type"": ""Polygon"", ""coordinates"": [[[-0.825134389130555, 43.651829118712], [-0.835778869556773, 43.64570642915134], [-0.8684008444474011, 43.64490118772716], [-0.8744171802798361, 43.6397590308679], [-0.878985417509874, 43.64054193593122], [-0.8675801507267771, 43.658839930804646], [-0.8713587189859461, 43.671786258521635], [-0.8686967269408571, 43.67463775673619], [-0.8460718564203771, 43.67817927406673], [-0.8326668481821821, 43.668914297087866], [-0.836007567559055, 43.66246335535003], [-0.825134389130555, 43.651829118712]]]}";36224;71;2;1;40;72
56124;56140;MALESTROIT;MORBIHAN;BRETAGNE;Chef-lieu canton;41;;2,5;47.8076863788,-2.38701072581;"{""type"": ""Polygon"", ""coordinates"": [[[-2.405378335491758, 47.79384338688001], [-2.402503909474695, 47.80928527106545], [-2.392482115483889, 47.82018491847625], [-2.373188614472587, 47.819863283662265], [-2.367376737146368, 47.807816316322864], [-2.374551804759015, 47.803689171463844], [-2.3820874547876842, 47.795070452656546], [-2.396351058976241, 47.796704861342654], [-2.405378335491758, 47.79384338688001]]]}";20061;124;19;3;56;53
35010;35120;BAGUER-PICAN;ILLE-ET-VILAINE;BRETAGNE;Commune simple;41;;1,3;48.5500094703,-1.69120416285;"{""type"": ""Polygon"", ""coordinates"": [[[-1.684482364906433, 48.5283812333102], [-1.689266945294769, 48.52757058099059], [-1.690820809469416, 48.53068129125483], [-1.700000977367339, 48.53167905606663], [-1.707289738669363, 48.53608543634786], [-1.711854704303662, 48.54187914874898], [-1.725558007702074, 48.544696108746486], [-1.7190817841989352, 48.55280273601809], [-1.724409772232407, 48.55829534066573], [-1.70754091818657, 48.570283306056936], [-1.694289597183325, 48.57589886691755], [-1.686331890572122, 48.56361512833934], [-1.666480624792325, 48.56236884811752], [-1.6630359314572312, 48.552654823849394], [-1.653511165289752, 48.544602810648534], [-1.6635876011459172, 48.54284691166441], [-1.669263590331746, 48.53009806295795], [-1.684482364906433, 48.5283812333102]]]}";6982;10;11;4;35;53
62836;62131;VAUDRICOURT;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;Commune simple;41;;0,9;50.4996012728,2.61877656623;"{""type"": ""Polygon"", ""coordinates"": [[[2.616270364341032, 50.48844668806119], [2.605726757254279, 50.49089997364526], [2.604800590410043, 50.49775483545202], [2.610031284814323, 50.50376746639185], [2.6277499705477902, 50.5115054752756], [2.632293940344779, 50.50609754941388], [2.630981977568144, 50.49690212838756], [2.621814064964865, 50.494055941310684], [2.616270364341032, 50.48844668806119]]]}";30498;836;64;2;62;31
60501;60150;LE PLESSIS-BRION;OISE;PICARDIE;Commune simple;41;;1,5;49.4622196223,2.9084704643;"{""type"": ""Polygon"", ""coordinates"": [[[2.941592943323005, 49.45879152302938], [2.9121268968104523, 49.45102619905699], [2.874438031678233, 49.4612750925075], [2.874711189625277, 49.468016200723156], [2.890398514101662, 49.471087230603835], [2.910496979808494, 49.468695037441464], [2.93613266591561, 49.47000549330956], [2.941592943323005, 49.45879152302938]]]}";26811;501;32;3;60;22
60149;60710;CHEVRIERES;OISE;PICARDIE;Commune simple;41;;1,7;49.3461074721,2.67968198793;"{""type"": ""Polygon"", ""coordinates"": [[[2.675508146668739, 49.325070946137245], [2.661167581666251, 49.32873511182584], [2.654941251990153, 49.35692503111162], [2.673679280671257, 49.362010822842436], [2.685961860508331, 49.3722545976378], [2.6955962757948573, 49.36313766272368], [2.700089904209304, 49.3572072747704], [2.7012241231526533, 49.33720066724533], [2.695046677569989, 49.328070290659234], [2.675508146668739, 49.325070946137245]]]}";33318;149;14;3;60;22
85130;85190;MACHE;VENDEE;PAYS DE LA LOIRE;Commune simple;41;;1,3;46.771364944,-1.69526445062;"{""type"": ""Polygon"", ""coordinates"": [[[-1.710368645509774, 46.7473618125599], [-1.7114460777193732, 46.75764556341439], [-1.726384092288747, 46.77136432845751], [-1.7305655263637352, 46.784974870861], [-1.711726541797435, 46.7874452601875], [-1.7003825151905172, 46.797759935196105], [-1.698466065419155, 46.791262853140196], [-1.662861245926767, 46.784524247835876], [-1.663782407247845, 46.77203965611523], [-1.6752922149183922, 46.75404597083896], [-1.6823091512326571, 46.749439348531446], [-1.710368645509774, 46.7473618125599]]]}";5946;130;19;3;85;52
44207;44440;TRANS-SUR-ERDRE;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE;Commune simple;41;;0,9;47.4785800953,-1.36363954678;"{""type"": ""Polygon"", ""coordinates"": [[[-1.3639509638644491, 47.45170685916053], [-1.367181208725862, 47.45431732013887], [-1.386918566087238, 47.455431714441644], [-1.399524189783166, 47.46097807219509], [-1.4026742501494032, 47.46743136740559], [-1.400212224391405, 47.477423770060035], [-1.3909722614409001, 47.47907109554637], [-1.38420989693435, 47.491965898911225], [-1.376538200720167, 47.495256792109835], [-1.377222816531404, 47.50897958763734], [-1.364443099030222, 47.51900658148845], [-1.356841297982835, 47.51032107764472], [-1.3587368338064731, 47.50011692369217], [-1.350766217828967, 47.49584436150262], [-1.350436366370242, 47.48557923061009], [-1.3410598228122401, 47.484757399884536], [-1.327719406566489, 47.4895094524739], [-1.317445047727465, 47.47427682534377], [-1.329105396721711, 47.46325960922116], [-1.343146189775035, 47.46623417595945], [-1.352710733360231, 47.464830894531715], [-1.356684206572333, 47.46285200374758], [-1.352499342838723, 47.45700437411793], [-1.354729435515054, 47.45402692416899], [-1.3639509638644491, 47.45170685916053]]]}";12939;207;33;4;44;52
50265;50430;LAULNE;MANCHE;BASSE-NORMANDIE;Commune simple;41;;0,2;49.2506372168,-1.45537341043;"{""type"": ""Polygon"", ""coordinates"": [[[-1.458324266557129, 49.23250238469055], [-1.480973128894163, 49.253614558460775], [-1.472660486596135, 49.26849208480044], [-1.460556325013314, 49.26328609011401], [-1.436887574598213, 49.26130548453129], [-1.42973491533744, 49.2423991840689], [-1.458324266557129, 49.23250238469055]]]}";17969;265;20;3;50;25
29161;29170;PLEUVEN;FINISTERE;BRETAGNE;Commune simple;41;;2,6;47.9151360356,-4.04624585302;"{""type"": ""Polygon"", ""coordinates"": [[[-4.031856957753546, 47.887588546541046], [-4.033570059064051, 47.8900698141993], [-4.045667359012663, 47.89011956821342], [-4.044213421341196, 47.90201659292624], [-4.0632209262401044, 47.90368191117192], [-4.064537590281284, 47.91284607551587], [-4.075610710431993, 47.91937025778975], [-4.07951896643646, 47.9353263108848], [-4.073017170946404, 47.9326558051793], [-4.069298138970286, 47.9329976833893], [-4.059807257208009, 47.93109409296504], [-4.047538379379563, 47.937299041280426], [-4.039331113194523, 47.930184518344355], [-4.022067548463972, 47.92581723393131], [-4.020539454811815, 47.92280972185583], [-4.026001181927811, 47.90066197690329], [-4.022128767595314, 47.894967019497116], [-4.031856957753546, 47.887588546541046]]]}";12246;161;15;4;29;53
14225;14160;DIVES-SUR-MER;CALVADOS;BASSE-NORMANDIE;Commune simple;41;;5,9;49.2829553851,-0.0891775344573;"{""type"": ""Polygon"", ""coordinates"": [[[-0.08066109983384, 49.26815465188437], [-0.08492480126118801, 49.27347953684738], [-0.112782526982117, 49.277837875078305], [-0.11456204749937601, 49.280895743204894], [-0.10317629635809701, 49.295088593875775], [-0.09893397317360401, 49.296825946679775], [-0.089763869451996, 49.29483901108389], [-0.082387490996167, 49.287866627216246], [-0.068667590500364, 49.28934988166496], [-0.064374268031611, 49.283287577974505], [-0.06722431396332, 49.27686375676488], [-0.08066109983384, 49.26815465188437]]]}";24095;225;15;3;14;25
92035;92250;LA GARENNE-COLOMBES;HAUTS-DE-SEINE;ILE-DE-FRANCE;Chef-lieu canton;41;;27,1;48.9067577111,2.24464604084;"{""type"": ""Polygon"", ""coordinates"": [[[2.231624896053336, 48.90065360265188], [2.229103483277047, 48.90603335333204], [2.257413276511337, 48.91355962855995], [2.258215715106153, 48.90608228184913], [2.231624896053336, 48.90065360265188]]]}";14194;35;19;2;92;11
